,,RIT:BBH:0001-n100-id3,RIT:BBH:0002-n100-id0,RIT:BBH:0003-n100-id0,RIT:BBH:0004-n100-id0,RIT:BBH:0005-n100-id0,RIT:BBH:0006-n100-id3,RIT:BBH:0007-n100-id0,RIT:BBH:0008-n100-id0,RIT:BBH:0009-n100-id0,RIT:BBH:0010-n100-id0,RIT:BBH:0011-n100-id0,RIT:BBH:0012-n100-id0,RIT:BBH:0013-n100-id0,RIT:BBH:0014-n120-id0,RIT:BBH:0015-n100-id0,RIT:BBH:0016-n120-id0,RIT:BBH:0017-n100-id0,RIT:BBH:0018-n120-id0,RIT:BBH:0019-n100-id0,RIT:BBH:0020-n100-id0,RIT:BBH:0021-n100-id0,RIT:BBH:0022-n100-id0,RIT:BBH:0023-n100-id0,RIT:BBH:0024-n100-id0,RIT:BBH:0025-n100-id0,RIT:BBH:0026-n100-id0,RIT:BBH:0027-n100-id0,RIT:BBH:0028-n100-id0,RIT:BBH:0029-n100-id0,RIT:BBH:0030-n100-id0,RIT:BBH:0031-n100-id0,RIT:BBH:0032-n100-id0,RIT:BBH:0033-n100-id0,RIT:BBH:0034-n100-id0,RIT:BBH:0035-n100-id0,RIT:BBH:0036-n100-id0,RIT:BBH:0037-n120-id0,RIT:BBH:0039-n100-id3,RIT:BBH:0040-n100-id3,RIT:BBH:0041-n100-id3,RIT:BBH:0042-n100-id0,RIT:BBH:0043-n100-id3,RIT:BBH:0044-n100-id0,RIT:BBH:0045-n100-id3,RIT:BBH:0046-n100-id0,RIT:BBH:0047-n100-id0,RIT:BBH:0048-n100-id0,RIT:BBH:0049-n100-id0,RIT:BBH:0050-n100-id3,RIT:BBH:0051-n100-id3,RIT:BBH:0052-n100-id0,RIT:BBH:0053-n100-id0,RIT:BBH:0054-n100-id0,RIT:BBH:0055-n100-id0,RIT:BBH:0056-n100-id0,RIT:BBH:0057-n100-id0,RIT:BBH:0058-n100-id0,RIT:BBH:0059-n100-id0,RIT:BBH:0060-n100-id0,RIT:BBH:0061-n140-id0,RIT:BBH:0062-n120-id3,RIT:BBH:0063-n100-id3,RIT:BBH:0064-n100-id0,RIT:BBH:0065-n100-id0,RIT:BBH:0066-n100-id0,RIT:BBH:0067-n100-id3,RIT:BBH:0068-n100-id0,RIT:BBH:0069-n100-id3,RIT:BBH:0070-n100-id3,RIT:BBH:0071-n100-id3,RIT:BBH:0072-n100-id3,RIT:BBH:0073-n100-id0,RIT:BBH:0074-n100-id3,RIT:BBH:0075-n100-id3,RIT:BBH:0076-n100-id3,RIT:BBH:0077-n100-id3,RIT:BBH:0078-n100-id0,RIT:BBH:0079-n100-id3,RIT:BBH:0080-n100-id3,RIT:BBH:0081-n100-id3,RIT:BBH:0082-n100-id3
2,-2,"(0.9958790826505033, 0.9983145186661504)","(0.3612637383988519, 0.34990741169812956)","(0.39820809539077234, 0.3804447129581093)","(0.44482007708765, 0.41850040575815955)","(0.5249664996332304, 0.4936873837881235)","(0.8311662326379556, 0.7674021516940004)","(0.884994786957473, 0.8415315345001992)","(0.986515578171777, 0.9778662877691825)","(0.6896726302450706, 0.5815330462936408)","(0.4763488318045785, 0.571087624984292)","(0.48391355413942294, 0.5226653350526297)","(0.4808856419543601, 0.4525661763855609)","(0.9936735153384425, 0.9842574167048538)","(0.43992172337118934, 0.40138990128541535)","(0.6314201905049264, 0.49196753105448743)","(0.9929779756656153, 0.9784432686448553)","(0.9964152381456609, 0.9801169848312271)","(0.3270474630790574, 0.3338455895123958)","(0.29875028495892536, 0.28324014764433914)","(0.6818692436342709, 0.6188112561803907)","(0.4228198686375869, 0.39969969620719287)","(0.9621880547030359, 0.9538317849357042)","(0.9833584481587916, 0.9441642543206563)","(0.966380435797687, 0.9638890466688298)","(0.9920320682617696, 0.9845762619811942)","(0.8603017099411631, 0.8065377162313366)","(0.9934192221371041, 0.9871985624662769)","(0.9939965492574232, 0.9861154079781764)","(0.9956751275934577, 0.9848395998353306)","(0.9936018754104926, 0.9897244540681551)","(0.993334311892301, 0.9887284739561032)","(0.9044367633531606, 0.8609923102514779)","(0.5407446589017392, 0.5010502565861242)","(0.787780229488148, 0.6853286486646343)","(0.8425009730317631, 0.7816197252736653)","(0.9956924233789877, 0.9921859148237826)","(0.9881313013534703, 0.9852483565420106)","(0.9853878346282302, 0.9842499586591386)","(0.968658409727864, 0.9593186982617262)","(0.971254910389374, 0.9613665469469584)","(0.9556132474680754, 0.932582046191573)","(0.9300896058527987, 0.9059048176322918)","(0.8125989380646214, 0.7407766651370377)","(0.9975275230537021, 0.9984860918614842)","(0.9703194794623208, 0.9546167156266216)","(0.939063780152612, 0.9268763364041677)","(0.9394178136374223, 0.9094125422688737)","(0.8174750434479048, 0.7962694835337154)","(0.967939126022838, 0.9551541788779219)","(0.9354431836829858, 0.924777968390558)","(0.9849403764771074, 0.9744108974505126)","(0.8493148520268329, 0.8214675422527035)","(0.8555948435122217, 0.8249523943454992)","(0.996283178332968, 0.9926554370121398)","(0.6955646401446538, 0.656310861104878)","(0.9402177741161097, 0.9188108949773967)","(0.8252796173081915, 0.8032373696515908)","(0.7417937759208423, 0.6966779962355119)","(0.6736532222071423, 0.6203901877973865)","(0.8123811676567297, 0.7405287186131371)","(0.9233218993057558, 0.9162423520223466)","(0.9951907941689767, 0.9951932499565596)","(0.9929145518856256, 0.9833962162726773)","(0.9886555110624045, 0.9782139495873259)","(0.9852172420220754, 0.9746979048267724)","(0.9963051465022724, 0.9968780033026433)","(0.9648257981226622, 0.9560248146615612)","(0.9982170724746191, 0.9976727807054675)","(0.998331107128711, 0.9984851799767367)","(0.9975797829818567, 0.9963422409916658)","(0.9983530757898673, 0.9955502411229323)","(0.9893136947540564, 0.986364987018278)","(0.5435100123980423, 0.4989055796775852)","(0.9670154509956695, 0.9643433822706747)","(0.4796404167707379, 0.4621067952897128)","(0.9982861892931665, 0.9974189233739812)","(0.47642143925106917, 0.45050085655702704)","(0.6720459170086243, 0.6556449407100912)","(0.7966462190195209, 0.778525809993527)","(0.5506096944260016, 0.5532501080806747)","(0.9818309492757161, 0.9807397566488301)"
2,-1,"(0.3645734944159528, 0.3550819631250743)","(0.5712091185757205, 0.5655615287533408)","(0.6405597824215546, 0.6392860603109717)","(0.7195875787320798, 0.7247754067694722)","(0.846660701483339, 0.8403210370762689)","(0.9500936569526159, 0.9482269660852846)","(0.9888379866020494, 0.9882223763745978)","(0.9913973105817316, 0.9912110123712081)","(0.9741533067390638, 0.9704169242497035)","(0.9379158409681796, 0.9305936069543652)","(0.9550559792544748, 0.9523661101425112)","(0.9360413218695603, 0.9340867917380935)","(0.9994079792799339, 0.9992814992639849)","(0.4909291011178705, 0.46546322133980667)","(0.8900349260195136, 0.8864054656001327)","(0.9975309656648629, 0.9982587694515749)","(0.9982595303530026, 0.9988201202067156)","(0.44041670166875224, 0.44897341811186364)","(0.6284407937421032, 0.6198820553520676)","(0.9715116232364683, 0.9722273352766876)","(0.9010285898637048, 0.9075436874807924)","(0.9979876770771716, 0.9972862988612154)","(0.9911181648362005, 0.9924032670507992)","(0.9986040803890491, 0.9981801489163933)","(0.7974799362057426, 0.8105281217687365)","(0.861154150863754, 0.8566376599759334)","(0.996887682916512, 0.9984253574108201)","(0.9974605099480264, 0.9986022742304559)","(0.9976199043119737, 0.9984231327360754)","(0.9953169434372698, 0.9953286130633489)","(0.995026186484265, 0.9963055406104874)","(0.9847312405084874, 0.982003344276541)","(0.8201745634799101, 0.8026515475579388)","(0.9585091534817121, 0.9551758170171707)","(0.9790672238906224, 0.9784793294210282)","(0.9861868742919091, 0.9901567414602357)","(0.9965298363894404, 0.998470622118236)","(0.9824441166686937, 0.9826929383761742)","(0.7226730234388902, 0.7194131097641202)","(0.6569441265444442, 0.6808891007894418)","(0.9371661681165269, 0.9385612366358582)","(0.9697723247532593, 0.9682547060727925)","(0.9732026654016446, 0.9708341588018757)","(0.9977374183073191, 0.9984644790732573)","(0.9244521817203067, 0.9266170517155331)","(0.8162491635024628, 0.8145726406157177)","(0.918751965971271, 0.9198640566531067)","(0.9615581800813594, 0.9580215357908176)","(0.9216583000342197, 0.920843705650058)","(0.8283565307857179, 0.8298971440635151)","(0.9972919909404133, 0.9975937322135028)","(0.9755225474083945, 0.9744658859800417)","(0.9825834982529261, 0.9830701745698115)","(0.9962162957014707, 0.9976884680984122)","(0.971772688434086, 0.9717797695200731)","(0.9176026292174723, 0.9171637516577963)","(0.9674250351300416, 0.9749613491519666)","(0.981313115584447, 0.9815057171599482)","(0.9740884729649889, 0.9726129576824557)","(0.973134955260305, 0.9707758122896345)","(0.9850897615467389, 0.985757773913208)","(0.305318805339782, 0.3278951766045943)","(0.9986813058815521, 0.9990969941470327)","(0.9975498964177821, 0.9978804559409438)","(0.5210037114751487, 0.5257762784064077)","(0.33276834109014614, 0.26258975615605895)","(0.4194711398515971, 0.3431754384511177)","(0.9983285419950372, 0.998873803772117)","(0.3414319268671902, 0.25736294286492933)","(0.9990519951909115, 0.9994643351116087)","(0.24501693339593528, 0.3630661945568449)","(0.9945970878636028, 0.9949667868076292)","(0.8157501981058302, 0.8080881824215914)","(0.9891669555921435, 0.9910146643095298)","(0.6799524007217628, 0.6834052648000655)","(0.9979710119462292, 0.9985582355998462)","(0.8278082528361729, 0.8225477999832077)","(0.9619211905899671, 0.9631377227969391)","(0.9910361683689897, 0.9911714993397477)","(0.9714469108745069, 0.9713274902505108)","(0.9983194391963535, 0.998825983895896)"
2,0,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
2,1,"(0.3766277080766063, 0.3942370778159081)","(0.5703045916994276, 0.5648101464544184)","(0.6397098323893488, 0.6387096149246538)","(0.7200429764559165, 0.7250451209980571)","(0.8478949963037214, 0.8409719321876222)","(0.9500046044156607, 0.9482250280710455)","(0.9878199766665058, 0.9869335414445614)","(0.9920035667422442, 0.9925376799476463)","(0.9724320323235067, 0.9685261971254521)","(0.9386541191422779, 0.9334639379821101)","(0.9531918317043603, 0.9504994995549737)","(0.9350686578381904, 0.9346444161207681)","(0.9995763083146478, 0.9992614725756159)","(0.4904336751152168, 0.4661299752055804)","(0.8895944651758818, 0.8856491994521497)","(0.997653553157127, 0.9985010011201418)","(0.9984465893270374, 0.9989425508498664)","(0.4504861417111353, 0.4567922812153625)","(0.6046273899998942, 0.6026055760837099)","(0.9731307759296404, 0.9736504305279265)","(0.8978771418575078, 0.9047857565984773)","(0.9979564991319129, 0.9974319755042989)","(0.9909239042486013, 0.9922477182305003)","(0.9986677349188678, 0.9982064827316385)","(0.7383233672349693, 0.7481244295424216)","(0.868446808569214, 0.8672186284506807)","(0.9964966346877663, 0.9979824719100103)","(0.9971239051224993, 0.9982302144018098)","(0.9971526311329639, 0.9978941744430915)","(0.9954046982090755, 0.9954088140548979)","(0.995657075347828, 0.996915496399552)","(0.9850362357512268, 0.982307883597483)","(0.8135116537817851, 0.7966957424497993)","(0.9585827106643638, 0.9552855269621249)","(0.9804142213385384, 0.9798749495234531)","(0.9872588867559554, 0.9906589333620536)","(0.9964358932775459, 0.9985049355412193)","(0.9832135195063707, 0.9835250503887402)","(0.7230608906631872, 0.7198623734937153)","(0.6534022342601781, 0.6679480735980365)","(0.9371746228840309, 0.9388546995086583)","(0.9710657599433209, 0.9692440664739185)","(0.9737602354503395, 0.9713397352396519)","(0.9977807679589764, 0.9986100870758762)","(0.9343834301483298, 0.9357350963791455)","(0.813422599262232, 0.8124122528492481)","(0.9298637872548653, 0.9320937869977581)","(0.9616614635480379, 0.957807541513643)","(0.9216410439770938, 0.9207682358644799)","(0.8232509842211301, 0.8226064481330617)","(0.9978301828345336, 0.9980464614046541)","(0.9754826722960891, 0.9743914131357467)","(0.9835909128440281, 0.9839428283941171)","(0.9963614872769707, 0.9979517906431099)","(0.9717065413312689, 0.9714546632285015)","(0.9156270689504199, 0.9153563578451144)","(0.9684779891464743, 0.974599327920709)","(0.9813273740783326, 0.9815291893595821)","(0.9755938130602912, 0.9739455618614369)","(0.9734991022755032, 0.9710628334100704)","(0.9848860272202469, 0.9853314399437535)","(0.32408567343702416, 0.3279697210844052)","(0.9982166147578362, 0.9986876952185306)","(0.9981182525765664, 0.9984577019978277)","(0.2646267334542406, 0.26253988826564006)","(0.2704864399837137, 0.16282502996411058)","(0.34434422413774424, 0.29402851681287423)","(0.9987755900936756, 0.998988297505793)","(0.2343079104072189, 0.1343618107202678)","(0.99912176143637, 0.9994259814915215)","(0.21226495951736532, 0.2782815210399065)","(0.9960929192534328, 0.9964658970158627)","(0.817462469846755, 0.8096711829314125)","(0.9890483477093482, 0.9912384937961247)","(0.6701223969790745, 0.6740342966496865)","(0.9980710623350857, 0.9987072424655165)","(0.7885706693961014, 0.7827987589108228)","(0.9603961963842074, 0.9616804859807037)","(0.9911092640608742, 0.9911841064679725)","(0.96888691514911, 0.9685097972291209)","(0.9983519498059239, 0.998857338456293)"
2,2,"(0.9958783851445813, 0.9983147087829253)","(0.3612877273794196, 0.3501185171261778)","(0.3981249004310179, 0.38043400595795307)","(0.44487559888371137, 0.41839802266060194)","(0.5250147864220583, 0.49368929938569117)","(0.8312338134650228, 0.7674882646462882)","(0.8849497991497933, 0.8414677723333359)","(0.9865266767945361, 0.9778836716150214)","(0.6895066991078216, 0.581349129147429)","(0.47730233205877765, 0.5721713349017111)","(0.48411679950663883, 0.5228267566613951)","(0.4812387933602693, 0.4529763893208018)","(0.9936684821600714, 0.9842551929223755)","(0.43989443402277534, 0.4018178103018949)","(0.6315796256019451, 0.49197083659666385)","(0.99298035782999, 0.9784479040747058)","(0.996415114465598, 0.9801272836056347)","(0.32700873768811256, 0.33379492812134126)","(0.2990977377623583, 0.28355811025448296)","(0.6817866215019844, 0.6187311623489578)","(0.4227266120300306, 0.3995693318945519)","(0.9621683367249433, 0.9538359636272284)","(0.9832966645368997, 0.9441285618723161)","(0.9663657186569572, 0.963879405412581)","(0.9920521041402361, 0.9845999662050133)","(0.8603861104112214, 0.8066175811233189)","(0.9934175262733883, 0.9871980332223063)","(0.9939973784277601, 0.9861153304632596)","(0.9956731612302705, 0.9848389586328103)","(0.9935892640248759, 0.9897382991953524)","(0.9933342297109885, 0.9887240855084128)","(0.9043935065194757, 0.8609303933627998)","(0.5406857489883091, 0.501013182486564)","(0.787847822533694, 0.6854049962497253)","(0.8424869609252154, 0.7815997958281294)","(0.9956864908055955, 0.992182428114828)","(0.9881019356325946, 0.9852505628550166)","(0.9853635137073068, 0.9842204149441633)","(0.9686138472769789, 0.9592681034977205)","(0.9712756654695393, 0.9613861526551032)","(0.9555649265944776, 0.9325268028749235)","(0.9301062578862037, 0.9059240308539898)","(0.8124703056308338, 0.7406305222037225)","(0.9975273359726402, 0.9984846498392419)","(0.9703381682619336, 0.9546365440153411)","(0.9390023712067529, 0.9268110491340751)","(0.9394240552111562, 0.9094161321176276)","(0.8173793916864664, 0.7961687398536109)","(0.9679059904362637, 0.955122232131059)","(0.9354933512827315, 0.9248274816588896)","(0.9849362994356653, 0.9744047012403863)","(0.8492019873019335, 0.8213486940146791)","(0.8555908644461417, 0.8249471526508305)","(0.9962838670203807, 0.9926622519891328)","(0.6953212129833855, 0.6560535041865873)","(0.9401863629126425, 0.9187765429503361)","(0.8253857782127486, 0.8033503041309669)","(0.7416851719607078, 0.6965542292383161)","(0.6736013435876654, 0.6203407616496441)","(0.8122525681405484, 0.7403850320454032)","(0.9232426225384824, 0.916162366277995)","(0.9951917045591517, 0.9952292641247557)","(0.992915620507576, 0.9833980116432179)","(0.9886667074401132, 0.9782186437540819)","(0.9852168094551261, 0.9746982111356264)","(0.9963054141049574, 0.9968745179101284)","(0.964868170081196, 0.9560224432289107)","(0.9982146061977305, 0.9976709769854399)","(0.9983286944667356, 0.9984851617001788)","(0.9975830415826451, 0.9963466369105737)","(0.9983524841712235, 0.9955482369230957)","(0.989317088321823, 0.9863658604458418)","(0.5437802036815199, 0.49877866810553934)","(0.9670234823900816, 0.964350639083945)","(0.47973355066809426, 0.4621648280760912)","(0.9982912921899826, 0.9974172041925492)","(0.4763354710168753, 0.45041006431965597)","(0.6719961793507128, 0.6555959033351693)","(0.7967810883936027, 0.7786437941576917)","(0.5505544417588951, 0.5531954983968281)","(0.9818219718761751, 0.9807253858290792)"
3,-3,"(0.36376074393161334, 0.36090197757757725)","(0.25445629256015556, 0.24205796085597622)","(0.3007573644098013, 0.26159835643813495)","(0.37556541024816603, 0.31616438089698357)","(0.4678690491786775, 0.3856085902279804)","(0.6489981818713784, 0.543261789233968)","(0.7839180334456899, 0.6969102952255657)","(0.9863961381840801, 0.9797722786065143)","(0.4569256492232789, 0.4983767661615875)","(0.4750439233491245, 0.45669946647221327)","(0.521251191359619, 0.4764014712369111)","(0.399678729886054, 0.3549660809179062)","(0.9892193801343284, 0.9874921801718236)","(0.4693561336910776, 0.3862279374384057)","(0.5215487880182776, 0.5245323631406639)","(0.9571234666328828, 0.9537326897694417)","(0.9792971664199979, 0.9771747010536874)","(0.3314641601509602, 0.3158732945302462)","(0.28967255216559595, 0.2753155427608528)","(0.4697919954376023, 0.49948084393716363)","(0.44730602238698725, 0.4148660392137108)","(0.9829375144868354, 0.973987142297189)","(0.9669874703425905, 0.9451455105827071)","(0.9750950287186814, 0.9746988695049641)","(0.9848528161796465, 0.978126473696031)","(0.7084118081226738, 0.6003385533911784)","(0.9586000389502087, 0.9554191472199305)","(0.968585526957412, 0.9657903322943224)","(0.9698506626909658, 0.9669234292165543)","(0.9108663728224748, 0.9081879087771012)","(0.9565725809359356, 0.9537178866226197)","(0.7968312191094398, 0.7149507931261491)","(0.5066020906148485, 0.43918207251665614)","(0.588006517519714, 0.4998372402188276)","(0.6662827347519377, 0.5609989658195965)","(0.9963847592858573, 0.9965402470973395)","(0.9418390269256459, 0.937702027700373)","(0.9804425197201492, 0.9728557185765571)","(0.9437845111943888, 0.918301944803469)","(0.9494728600554392, 0.92407684848739)","(0.9077527465627168, 0.870159001747632)","(0.855385669204111, 0.7973480416947999)","(0.6282569679677331, 0.5310418394492349)","(0.9989196658321368, 0.999632445792643)","(0.9456859866338082, 0.9270829212300928)","(0.8545433825572777, 0.8358373420564632)","(0.8893624890946231, 0.8458244057702401)","(0.5955458133793999, 0.5616540982570349)","(0.9279018174898599, 0.9090812325707993)","(0.8494580655180328, 0.8265154349313028)","(0.988911155329566, 0.9888764544069566)","(0.6612732595684047, 0.6172889041470491)","(0.6859877750206694, 0.6299920159653223)","(0.9989069803541006, 0.9981504863544148)","(0.4860501690145397, 0.4971325084115512)","(0.8661416593507009, 0.8405132976437995)","(0.6138711474127411, 0.5736539283031651)","(0.5265715189505928, 0.5152793310813275)","(0.48181870247267644, 0.5041589286905446)","(0.6283767615725808, 0.5319493479878299)","(0.809400766176458, 0.7910893008289331)","(0.15427897840771437, 0.17174989803566124)","(0.9779820721905229, 0.9772296208069716)","(0.9718958613290861, 0.9718762139740175)","(0.35706765844983007, 0.3265343063864752)","(0.18426709344663528, 0.17542899951442892)","(0.20005862500998833, 0.20052314622839515)","(0.9651744012520308, 0.9639132587376801)","(0.1594164890801033, 0.15230484904216884)","(0.9806170764107502, 0.9795758877877659)","(0.13389649102535764, 0.12471521974457678)","(0.7720561538589255, 0.7709234614450358)","(0.543361272214568, 0.5150754686880139)","(0.9236141526792595, 0.9188275930872689)","(0.3816524094047932, 0.39185863555564243)","(0.9993606729884611, 0.9995538351000592)","(0.5105496670325881, 0.4549992944101296)","(0.45746203801654256, 0.46563944428779147)","(0.5759595272086059, 0.5543273188289836)","(0.5076884449171372, 0.4859748483133557)","(0.9672556726191047, 0.9636652247699319)"
3,-2,"(0.997962130442889, 0.9981098769445377)","(0.38983561308118575, 0.38123926782053164)","(0.4248704179601755, 0.4259126304990995)","(0.5069534304013622, 0.4784672609058372)","(0.6178318749239907, 0.6264283889820699)","(0.8985597642957425, 0.8783251308027903)","(0.9404763511353176, 0.9270031239280793)","(0.9945001999326176, 0.9932918535421016)","(0.6300843764336297, 0.5998434361373195)","(0.704071079134497, 0.7355247140169477)","(0.6952157404438508, 0.6981282632190511)","(0.69146920308763, 0.6815105436362033)","(0.9977043373343235, 0.9968812713587968)","(0.5983136186146041, 0.5512237196319665)","(0.6748244681740404, 0.6267336716609315)","(0.9970351244926845, 0.9959117218271204)","(0.9975528087928992, 0.996246426931327)","(0.5646956348959871, 0.5538272840985267)","(0.595362206356049, 0.5853871136227817)","(0.8736904364392819, 0.8692061135158134)","(0.6227231657043971, 0.6102995091216195)","(0.9906026350254383, 0.9884187982492242)","(0.9803320337537454, 0.973816611902642)","(0.9985796257502847, 0.9985820824485481)","(0.9932372307835808, 0.9915421422438655)","(0.8958065001605431, 0.875160850899112)","(0.9984564834835582, 0.9978942059955712)","(0.9982158507571715, 0.9974893132536264)","(0.9980884765048097, 0.9971114619510473)","(0.9987666985998352, 0.9983636108955417)","(0.9986041348832609, 0.9982283262487534)","(0.9577775516925584, 0.9501257057468787)","(0.6884919602807271, 0.6908113881339473)","(0.8435847813961729, 0.8152375757223916)","(0.8971362054708685, 0.8837673466940996)","(0.9983074779996786, 0.9977680747548735)","(0.9955957229172502, 0.9953350610934445)","(0.9957389667455574, 0.9953444078646538)","(0.9881486212427228, 0.9858493291116258)","(0.9837757543708358, 0.9809669519877412)","(0.9802279634634091, 0.97625811720585)","(0.9579318666789788, 0.9518555895685712)","(0.90997921761396, 0.8979929494553154)","(0.9985549889600281, 0.9987464420377757)","(0.9877335259472393, 0.9857562426580679)","(0.9777208749873845, 0.9762192467682398)","(0.9829362880652349, 0.980112192272757)","(0.9269458248898198, 0.9238051572334322)","(0.9903633467197498, 0.988845957440848)","(0.9668717164836625, 0.964933181018711)","(0.9983132789394754, 0.9977918308245519)","(0.9453969806140943, 0.9416833352912832)","(0.9371704285628267, 0.932536976646045)","(0.9988932943693563, 0.9986158188616624)","(0.8910206502065902, 0.8875737679759449)","(0.9853792695309043, 0.9838036646641004)","(0.9133538562526001, 0.9096151575304848)","(0.9193182419116392, 0.9155899916820661)","(0.8624932858329369, 0.8586887294248965)","(0.9080727900865303, 0.8962055901252505)","(0.9811963239632453, 0.9804290902450757)","(0.9987330569053584, 0.9987886152589864)","(0.9977919401744775, 0.9974105857820498)","(0.9983485795435671, 0.998001721594823)","(0.9984755618011916, 0.9981377127972537)","(0.9989701472486004, 0.9990386239318074)","(0.998366646586385, 0.9984023722772366)","(0.9979996878151187, 0.997996223311786)","(0.998115843634756, 0.9980970769142744)","(0.9979498613730746, 0.9979656895484711)","(0.9983223801583933, 0.998270763295075)","(0.9988387797429757, 0.9987925927643887)","(0.7469579127448099, 0.744065111611771)","(0.9880777883186603, 0.9875224987880394)","(0.7341195682980486, 0.7332178133101465)","(0.9994125039010929, 0.9993994146795998)","(0.7443706827510711, 0.7462594065206236)","(0.8624535483116029, 0.8607436647720872)","(0.9272184122689678, 0.924450960141048)","(0.8516297434277889, 0.8513672257942347)","(0.9945514712258149, 0.9942596195776008)"
3,-1,"(0.38537956434245413, 0.3513018699666272)","(0.424653744962598, 0.42713156279560205)","(0.4392797141648776, 0.42157493610092145)","(0.467939753546731, 0.49615706831271394)","(0.5252602092311137, 0.5063777236295582)","(0.6253213172448289, 0.6268664206555994)","(0.8084600028579124, 0.7685645098799943)","(0.6489714448258939, 0.6437042944817641)","(0.7889646600608955, 0.8077583013644569)","(0.9194954334687073, 0.9242733213769949)","(0.8412602174661559, 0.8705311148709935)","(0.8701690359875724, 0.8996355655396235)","(0.9908387498493479, 0.9912846645779901)","(0.5162522250254493, 0.4706779183125848)","(0.5603357800072636, 0.5562812994384224)","(0.9624838170210811, 0.9579271258440706)","(0.9858155090281762, 0.9854924823625604)","(0.8369363348317232, 0.837697804710379)","(0.7460485854221945, 0.7550361220245992)","(0.9374082992460371, 0.9341206125906525)","(0.7818895443108023, 0.7935692166236952)","(0.864825730445798, 0.8835458752511507)","(0.8605621679679347, 0.8714988348583738)","(0.7490492511167434, 0.7313944281791337)","(0.527490289547421, 0.5320702182765884)","(0.6434638024232048, 0.6187201316583204)","(0.9563761800176878, 0.9492203777976518)","(0.979141738575221, 0.9770327872857805)","(0.9908798582343822, 0.9906759711794311)","(0.9511395220013537, 0.9515907646183395)","(0.9325260311249436, 0.9330266044860291)","(0.9152324123472645, 0.909228155776625)","(0.8012257882856895, 0.7993382057642926)","(0.6898803692286595, 0.710704840326341)","(0.9207122224303634, 0.917238809257286)","(0.6690717155165967, 0.6651501281151223)","(0.987617209664129, 0.986923667283052)","(0.7013022583259663, 0.7011286951210968)","(0.7122709529869377, 0.7115762176385371)","(0.8852785248888353, 0.8706070789489615)","(0.8884100999280625, 0.8754293823274769)","(0.8970734319663136, 0.9017221601568042)","(0.9370437271443385, 0.9333717669062724)","(0.8292671269692298, 0.8236371702916774)","(0.8017667313322311, 0.8089428661580741)","(0.7363733219042005, 0.7490907756510928)","(0.9173195380143903, 0.9184062105615076)","(0.695039681458386, 0.6980299897105264)","(0.8350834829561121, 0.8206150718862592)","(0.8312892947567084, 0.8252608209518257)","(0.8853694826380931, 0.8704639819397842)","(0.8875570170301833, 0.8866312315846216)","(0.9104539514962916, 0.9005609541207767)","(0.6174936162512108, 0.6182209885393841)","(0.8992177344500634, 0.898049523342816)","(0.8776626874654486, 0.8776434614484224)","(0.858797256730299, 0.8553885359856378)","(0.9050595142134692, 0.9059333109135652)","(0.9603773476830305, 0.9651008482200417)","(0.9509780965212143, 0.9489192018466978)","(0.9331659114034697, 0.939507799423822)","(0.26732066798123344, 0.273234442127976)","(0.9921873176224525, 0.9917990410000528)","(0.9560042568643288, 0.9557454650400183)","(0.2785132283134407, 0.2699864205956431)","(0.291775233731102, 0.31790222759132947)","(0.2833434143557978, 0.2659143772653525)","(0.9863142123235368, 0.9842971494244248)","(0.34557903736127354, 0.3437904723924317)","(0.9827092985341779, 0.9847473826222569)","(0.29790604845047963, 0.23157722651680124)","(0.9035467873625922, 0.897097933561352)","(0.7385287019158546, 0.7243846186742179)","(0.5912925340232534, 0.5670574769165)","(0.6419569233873758, 0.6221993156741639)","(0.8638708690633736, 0.8536522059874972)","(0.7198998650457157, 0.7149658009468842)","(0.8155734928193288, 0.7829079716638365)","(0.8098655430143513, 0.8059238023423507)","(0.8331123163205009, 0.860446361213269)","(0.9731908070637227, 0.97580360587031)"
